date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-07,PR,Foz do Iguaçu,city,26,0,False,258532,4108304,10.05678,
2020-04-07,PR,Francisco Beltrão,city,1,0,False,91093,4108403,1.09778,
2020-04-07,PR,Goioerê,city,1,0,False,28884,4108601,3.46212,
2020-04-07,PR,Guaíra,city,2,0,False,33119,4108809,6.03883,
2020-04-07,PR,Guaraniaçu,city,2,0,False,12472,4109302,16.03592,
2020-04-07,PR,Guarapuava,city,1,0,False,181504,4109401,0.55095,
2020-04-07,PR,Ibaiti,city,1,0,False,31364,4109708,3.18837,
2020-04-07,PR,Ibema,city,1,0,False,6352,4109757,15.74307,
2020-04-07,PR,Importados/Indefinidos,city,8,0,False,,,,
2020-04-07,PR,Iretama,city,1,0,False,10169,4110805,9.83381,
2020-04-07,PR,Lapa,city,2,0,False,48163,4113205,4.15257,
2020-04-07,PR,Leópolis,city,1,0,False,3954,4113403,25.29084,
2020-04-07,PR,Londrina,city,54,2,False,569733,4113700,9.47812,0.037
2020-04-07,PR,Mandirituba,city,1,0,False,26869,4114302,3.72176,
2020-04-07,PR,Marechal Cândido Rondon,city,2,0,False,52944,4114609,3.77758,
2020-04-07,PR,Maringá,city,23,2,False,423666,4115200,5.4288,0.087
2020-04-07,PR,Mariópolis,city,2,0,False,6610,4115309,30.25719,
2020-04-07,PR,Matinhos,city,2,0,False,34720,4115705,5.76037,
2020-04-07,PR,Medianeira,city,4,0,False,46198,4115804,8.65838,
2020-04-07,PR,Palmas,city,1,0,False,50986,4117602,1.96132,
2020-04-07,PR,Palmeira,city,2,0,False,33877,4117701,5.90371,
2020-04-07,PR,Paranaguá,city,5,0,False,154936,4118204,3.22714,
2020-04-07,PR,Paranavaí,city,3,0,False,88374,4118402,3.39466,
2020-04-07,PR,Pato Branco,city,3,0,False,82881,4118501,3.61965,
2020-04-07,PR,Peabiru,city,1,0,False,13996,4118808,7.1449,
2020-04-07,PR,Pinhais,city,8,0,False,132157,4119152,6.05341,
2020-04-07,PR,Pinhão,city,1,0,False,32391,4119301,3.08728,
2020-04-07,PR,Piraquara,city,1,0,False,113036,4119509,0.88467,
2020-04-07,PR,Ponta Grossa,city,5,0,False,351736,4119905,1.42152,
2020-04-07,PR,Primeiro de Maio,city,1,1,False,11123,4120507,8.99038,1.0
2020-04-07,PR,Quatiguá,city,2,1,False,7449,4120705,26.84924,0.5
2020-04-07,PR,Quitandinha,city,1,0,False,19049,4121208,5.24962,
2020-04-07,PR,Rio Branco do Sul,city,1,0,False,32397,4122206,3.08671,
2020-04-07,PR,Rio Negro,city,1,0,False,34170,4122305,2.92654,
2020-04-07,PR,Rolândia,city,1,0,False,66580,4122404,1.50195,
2020-04-07,PR,Santa Fé,city,2,1,False,12037,4123402,16.61544,0.5
2020-04-07,PR,São José dos Pinhais,city,9,0,False,323340,4125506,2.78345,
2020-04-07,PR,São Manoel do Paraná,city,1,0,False,2160,4125555,46.2963,
2020-04-07,PR,Sarandi,city,2,0,False,96688,4126256,2.06851,
2020-04-07,PR,Sertaneja,city,1,0,False,5284,4126405,18.92506,
2020-04-07,PR,Telêmaco Borba,city,6,0,False,78974,4127106,7.59744,
2020-04-07,PR,Terra Boa,city,1,0,False,17094,4127205,5.85001,
2020-04-07,PR,Terra Rica,city,1,0,False,16789,4127304,5.95628,
2020-04-07,PR,Umuarama,city,2,0,False,111557,4128104,1.79281,
2020-04-07,PR,União da Vitória,city,2,0,False,57517,4128203,3.47723,
2020-04-07,PR,Verê,city,1,0,False,7257,4128609,13.7798,
2020-04-07,PR,Vitorino,city,1,0,False,6838,4128708,14.62416,
2020-04-07,PR,,state,511,15,False,11433957,41,4.46914,0.0294
2020-04-07,RJ,Angra dos Reis,city,4,0,False,203785,3300100,1.96285,
2020-04-07,RJ,Araruama,city,1,0,False,132400,3300209,0.75529,
2020-04-07,RJ,Arraial do Cabo,city,1,1,False,30349,3300258,3.295,1.0
2020-04-07,RJ,Barra do Piraí,city,3,0,False,100374,3300308,2.98882,
2020-04-07,RJ,Barra Mansa,city,8,0,False,184412,3300407,4.33811,
2020-04-07,RJ,Belford Roxo,city,19,3,False,510906,3300456,3.71888,0.1579
2020-04-07,RJ,Bom Jardim,city,1,0,False,27446,3300506,3.64352,
2020-04-07,RJ,Cabo Frio,city,1,0,False,226525,3300704,0.44145,
2020-04-07,RJ,Campos dos Goytacazes,city,3,0,False,507548,3301009,0.59108,
2020-04-07,RJ,Casimiro de Abreu,city,3,0,False,44184,3301306,6.78979,
2020-04-07,RJ,Duque de Caxias,city,33,5,False,919596,3301702,3.58853,0.1515
2020-04-07,RJ,Guapimirim,city,3,0,False,60517,3301850,4.95728,
2020-04-07,RJ,Iguaba Grande,city,3,2,False,28310,3301876,10.59696,0.6667
2020-04-07,RJ,Importados/Indefinidos,city,1,0,False,,,,
2020-04-07,RJ,Itaboraí,city,15,2,False,240592,3301900,6.23462,0.1333
2020-04-07,RJ,Itaguaí,city,3,0,False,133019,3302007,2.25532,
2020-04-07,RJ,Itaperuna,city,2,0,False,103224,3302205,1.93753,
2020-04-07,RJ,Japeri,city,1,0,False,104768,3302270,0.95449,
2020-04-07,RJ,Macaé,city,6,0,False,256672,3302403,2.33761,
2020-04-07,RJ,Magé,city,7,0,False,245071,3302502,2.85632,
2020-04-07,RJ,Mangaratiba,city,2,0,False,44468,3302601,4.49762,
2020-04-07,RJ,Maricá,city,9,1,False,161207,3302700,5.58288,0.1111
2020-04-07,RJ,Mesquita,city,7,1,False,176103,3302858,3.97495,0.1429
2020-04-07,RJ,Miguel Pereira,city,1,1,False,25538,3302908,3.91573,1.0
2020-04-07,RJ,Nilópolis,city,9,0,False,162485,3303203,5.53897,
2020-04-07,RJ,Niterói,city,94,2,False,513584,3303302,18.30275,0.0213
2020-04-07,RJ,Nova Friburgo,city,7,0,False,190631,3303401,3.67202,
2020-04-07,RJ,Nova Iguaçu,city,38,2,False,821128,3303500,4.62778,0.0526
2020-04-07,RJ,Paraíba do Sul,city,3,0,False,44285,3303708,6.7743,
2020-04-07,RJ,Petrópolis,city,20,1,False,306191,3303906,6.53187,0.05
2020-04-07,RJ,Porciúncula,city,1,0,False,18847,3304102,5.30588,
2020-04-07,RJ,Porto Real,city,1,0,False,19683,3304110,5.08053,
2020-04-07,RJ,Quatis,city,2,0,False,14302,3304128,13.98406,
2020-04-07,RJ,Queimados,city,5,0,False,150319,3304144,3.32626,
2020-04-07,RJ,Resende,city,4,0,False,131341,3304201,3.04551,
2020-04-07,RJ,Rio Bonito,city,3,2,False,60201,3304300,4.98331,0.6667
2020-04-07,RJ,Rio das Ostras,city,3,1,False,150674,3304524,1.99105,0.3333
2020-04-07,RJ,Rio de Janeiro,city,1251,59,False,6718903,3304557,18.61911,0.0472
2020-04-07,RJ,São Gonçalo,city,22,3,False,1084839,3304904,2.02795,0.1364
2020-04-07,RJ,São João da Barra,city,1,0,False,36102,3305000,2.76993,
2020-04-07,RJ,São João de Meriti,city,12,1,False,472406,3305109,2.54019,0.0833
2020-04-07,RJ,São Pedro da Aldeia,city,3,0,False,104476,3305208,2.87147,
2020-04-07,RJ,Sapucaia,city,1,0,False,18228,3305406,5.48607,
2020-04-07,RJ,Seropédica,city,2,0,False,82312,3305554,2.42978,
2020-04-07,RJ,Tanguá,city,1,0,False,34309,3305752,2.91469,
2020-04-07,RJ,Teresópolis,city,7,0,False,182594,3305802,3.83364,
2020-04-07,RJ,Três Rios,city,1,0,False,81804,3306008,1.22243,
2020-04-07,RJ,Valença,city,2,0,False,76523,3306107,2.61359,
2020-04-07,RJ,Volta Redonda,city,58,2,False,273012,3306305,21.24449,0.0345
2020-04-07,RJ,,state,1688,89,False,17264943,33,9.77704,0.0527
2020-04-07,RN,Açu,city,8,0,False,58017,2400208,13.78906,
2020-04-07,RN,Apodi,city,1,0,False,35845,2401008,2.78979,
2020-04-07,RN,Areia Branca,city,1,0,False,27774,2401107,3.60049,
2020-04-07,RN,Baía Formosa,city,1,0,False,9271,2401404,10.78632,
2020-04-07,RN,Caraúbas,city,1,0,False,20493,2402303,4.87972,
2020-04-07,RN,Carnaubais,city,1,0,False,10759,2402501,9.29454,
2020-04-07,RN,Ceará-Mirim,city,3,0,False,73497,2402600,4.0818,
2020-04-07,RN,Extremoz,city,5,0,False,28583,2403608,17.49292,
2020-04-07,RN,Importados/Indefinidos,city,4,0,False,,,,
2020-04-07,RN,Luís Gomes,city,1,0,False,10116,2407005,9.88533,
2020-04-07,RN,Macaíba,city,2,0,False,80792,2407104,2.47549,
2020-04-07,RN,Monte Alegre,city,1,0,False,22451,2407807,4.45414,
2020-04-07,RN,Mossoró,city,63,3,False,297378,2408003,21.18516,0.0476
2020-04-07,RN,Natal,city,116,2,False,884122,2408102,13.12036,0.0172
2020-04-07,RN,Parnamirim,city,28,0,False,261469,2403251,10.70873,
2020-04-07,RN,Passa e Fica,city,1,0,False,13277,2409100,7.53182,
2020-04-07,RN,Santo Antônio,city,1,0,False,24136,2411502,4.14319,
2020-04-07,RN,São Gonçalo do Amarante,city,11,1,False,102400,2412005,10.74219,0.0909
2020-04-07,RN,São José de Mipibu,city,1,0,False,43899,2412203,2.27796,
2020-04-07,RN,São Pedro,city,1,0,False,5971,2412708,16.74761,
2020-04-07,RN,Taipu,city,1,1,False,12279,2413904,8.14399,1.0
2020-04-07,RN,Tenente Ananias,city,1,1,False,10786,2414100,9.27128,1.0
2020-04-07,RN,Tibau,city,1,0,False,4106,2411056,24.3546,
2020-04-07,RN,,state,254,8,False,3506853,24,7.24296,0.0315
2020-04-07,RO,Jaru,city,1,0,False,51775,1100114,1.93143,
2020-04-07,RO,Ji-Paraná,city,1,0,False,128969,1100122,0.77538,
2020-04-07,RO,Porto Velho,city,19,1,False,529544,1100205,3.58799,0.0526
2020-04-07,RO,Rolim de Moura,city,1,0,False,55058,1100288,1.81627,
2020-04-07,RO,Vilhena,city,1,0,False,99854,1100304,1.00146,
2020-04-07,RO,,state,23,1,False,1777225,11,1.29415,0.0435
2020-04-07,RR,Alto Alegre,city,1,0,False,15510,1400050,6.44745,
2020-04-07,RR,Boa Vista,city,42,1,False,399213,1400100,10.5207,0.0238
2020-04-07,RR,Bonfim,city,3,0,False,12409,1400159,24.176,
2020-04-07,RR,Cantá,city,3,0,False,18335,1400175,16.36215,
2020-04-07,RR,,state,49,1,False,605761,14,8.089,0.0204
2020-04-07,RS,Alegrete,city,1,0,False,73589,4300406,1.3589,
2020-04-07,RS,Alvorada,city,4,0,False,210305,4300604,1.902,
2020-04-07,RS,Anta Gorda,city,2,0,False,5981,4300703,33.43922,
2020-04-07,RS,Arroio do Sal,city,1,0,False,10065,4301057,9.93542,
2020-04-07,RS,Bagé,city,27,0,False,121143,4301602,22.28771,
2020-04-07,RS,Bento Gonçalves,city,11,0,False,120454,4302105,9.13212,
2020-04-07,RS,Cachoeira do Sul,city,2,0,False,82201,4303004,2.43306,
2020-04-07,RS,Cachoeirinha,city,4,0,False,130293,4303103,3.07,
2020-04-07,RS,Campo Bom,city,4,0,False,66712,4303905,5.99592,
2020-04-07,RS,Canguçu,city,1,0,False,56045,4304507,1.78428,
2020-04-07,RS,Canoas,city,12,0,False,346616,4304606,3.46204,
2020-04-07,RS,Capão da Canoa,city,2,0,False,53049,4304630,3.7701,
2020-04-07,RS,Capão do Leão,city,1,0,False,25354,4304663,3.94415,
2020-04-07,RS,Carlos Barbosa,city,1,0,False,29833,4304804,3.35199,
2020-04-07,RS,Caxias do Sul,city,31,0,False,510906,4305108,6.06765,
2020-04-07,RS,Cerro Grande do Sul,city,1,0,False,12239,4305173,8.1706,
2020-04-07,RS,Charqueadas,city,1,0,False,40789,4305355,2.45164,
2020-04-07,RS,Cruzeiro do Sul,city,1,0,False,12348,4306205,8.09848,
2020-04-07,RS,Dois Irmãos,city,2,0,False,32671,4306403,6.12164,
2020-04-07,RS,Dom Pedrito,city,1,0,False,38461,4306601,2.60004,
2020-04-07,RS,Eldorado do Sul,city,1,0,False,41285,4306767,2.42219,
2020-04-07,RS,Encantado,city,1,0,False,22706,4306809,4.40412,
2020-04-07,RS,Erechim,city,3,0,False,105862,4307005,2.83388,
2020-04-07,RS,Estância Velha,city,3,0,False,50022,4307609,5.99736,
2020-04-07,RS,Esteio,city,1,0,False,83202,4307708,1.20189,
2020-04-07,RS,Estrela,city,1,0,False,34116,4307807,2.93118,
2020-04-07,RS,Farroupilha,city,5,0,False,72331,4307906,6.91267,
2020-04-07,RS,Garibaldi,city,2,0,False,35070,4308607,5.70288,
2020-04-07,RS,Gravataí,city,11,0,False,281519,4309209,3.90737,
2020-04-07,RS,Guaíba,city,1,0,False,98143,4309308,1.01892,
2020-04-07,RS,Harmonia,city,2,0,False,4866,4309555,41.10152,
2020-04-07,RS,Ivoti,city,4,1,False,24293,4310801,16.46565,0.25
2020-04-07,RS,Lajeado,city,11,0,False,84014,4311403,13.09306,
2020-04-07,RS,Marau,city,7,0,False,44161,4311809,15.85109,
2020-04-07,RS,Minas do Leão,city,2,0,False,8075,4312252,24.7678,
2020-04-07,RS,Nova Palma,city,1,0,False,6512,4313102,15.35627,
2020-04-07,RS,Novo Hamburgo,city,23,2,False,246748,4313409,9.32125,0.087
2020-04-07,RS,Osório,city,2,0,False,45994,4313508,4.34839,
2020-04-07,RS,Paraí,city,2,0,False,7657,4314001,26.11989,
2020-04-07,RS,Pareci Novo,city,1,0,False,3837,4314035,26.06203,
2020-04-07,RS,Passo Fundo,city,14,0,False,203275,4314100,6.88722,
2020-04-07,RS,Pelotas,city,5,0,False,342405,4314407,1.46026,
2020-04-07,RS,Piratini,city,1,0,False,20663,4314605,4.83957,
2020-04-07,RS,Porto Alegre,city,272,5,False,1483771,4314902,18.33167,0.0184
2020-04-07,RS,Rio Grande,city,2,0,False,211005,4315602,0.94784,
2020-04-07,RS,Rolante,city,1,0,False,21349,4316006,4.68406,
2020-04-07,RS,Sananduva,city,1,0,False,16270,4316600,6.14628,
2020-04-07,RS,Santa Cruz do Sul,city,1,0,False,130416,4316808,0.76678,
2020-04-07,RS,Santa Maria,city,2,0,False,282123,4316907,0.70891,
2020-04-07,RS,Sant'Ana do Livramento,city,7,0,False,77027,4317103,9.08772,
2020-04-07,RS,Santa Rosa,city,3,0,False,73254,4317202,4.09534,
2020-04-07,RS,Santiago,city,1,0,False,49425,4317400,2.02327,
2020-04-07,RS,Santo Antônio da Patrulha,city,1,0,False,42894,4317608,2.33133,
2020-04-07,RS,São Domingos do Sul,city,2,0,False,3074,4318051,65.06181,
2020-04-07,RS,São Gabriel,city,1,0,False,62105,4318309,1.61018,
2020-04-07,RS,São Jorge,city,1,0,False,2824,4318440,35.41076,
2020-04-07,RS,São Leopoldo,city,9,0,False,236835,4318705,3.80011,
2020-04-07,RS,São Lourenço do Sul,city,1,0,False,43582,4318804,2.29453,
2020-04-07,RS,São Sebastião do Caí,city,2,0,False,25685,4319505,7.78665,
2020-04-07,RS,Sapiranga,city,1,0,False,81734,4319901,1.22348,
2020-04-07,RS,Sapucaia do Sul,city,2,0,False,141075,4320008,1.41769,
2020-04-07,RS,Serafina Corrêa,city,3,0,False,17502,4320404,17.1409,
2020-04-07,RS,Tabaí,city,4,0,False,4719,4320859,84.76372,
2020-04-07,RS,Taquara,city,1,0,False,57466,4321204,1.74016,
2020-04-07,RS,Taquari,city,1,0,False,26862,4321303,3.72273,
2020-04-07,RS,Torres,city,9,0,False,38732,4321501,23.2366,
2020-04-07,RS,Tramandaí,city,1,0,False,51715,4321600,1.93367,
2020-04-07,RS,Tupandi,city,1,0,False,4855,4322251,20.59732,
2020-04-07,RS,Uruguaiana,city,2,0,False,126970,4322400,1.57518,
2020-04-07,RS,Viamão,city,8,0,False,255224,4323002,3.1345,
2020-04-07,RS,Vila Maria,city,1,0,False,4358,4323408,22.94631,
2020-04-07,RS,,state,555,8,False,11377239,43,4.87816,0.0144
2020-04-07,SC,Águas Mornas,city,1,0,False,6469,4200606,15.45834,
2020-04-07,SC,Anita Garibaldi,city,1,0,False,7133,4201000,14.01935,
2020-04-07,SC,Antônio Carlos,city,9,1,False,8513,4201208,105.72066,0.1111
2020-04-07,SC,Araranguá,city,4,0,False,68228,4201406,5.8627,
2020-04-07,SC,Balneário Arroio do Silva,city,1,0,False,13071,4201950,7.65052,
2020-04-07,SC,Balneário Camboriú,city,16,0,False,142295,4202008,11.24425,
2020-04-07,SC,Balneário Gaivota,city,1,1,False,10979,4202073,9.1083,1.0
2020-04-07,SC,Biguaçu,city,1,0,False,68481,4202305,1.46026,
2020-04-07,SC,Blumenau,city,52,0,False,357199,4202404,14.55771,
2020-04-07,SC,Botuverá,city,1,0,False,5246,4202701,19.06214,
2020-04-07,SC,Braço do Norte,city,16,0,False,33450,4202800,47.83259,
2020-04-07,SC,Brusque,city,10,0,False,134723,4202909,7.42264,
2020-04-07,SC,Camboriú,city,8,0,False,82989,4203204,9.63983,
2020-04-07,SC,Canelinha,city,1,0,False,12240,4203709,8.16993,
2020-04-07,SC,Chapecó,city,6,0,False,220367,4204202,2.72273,
2020-04-07,SC,Criciúma,city,29,2,False,215186,4204608,13.47671,0.069
2020-04-07,SC,Florianópolis,city,114,3,False,500973,4205407,22.75572,0.0263
2020-04-07,SC,Gaspar,city,5,1,False,69639,4205902,7.17988,0.2
2020-04-07,SC,Governador Celso Ramos,city,2,0,False,14471,4206009,13.82074,
2020-04-07,SC,Gravatal,city,5,0,False,11501,4206207,43.47448,
2020-04-07,SC,Içara,city,1,0,False,56421,4207007,1.77239,
2020-04-07,SC,Imbituba,city,6,0,False,44853,4207304,13.37703,
2020-04-07,SC,Importados/Indefinidos,city,10,0,False,,,,
2020-04-07,SC,Indaial,city,2,0,False,69425,4207502,2.88081,
2020-04-07,SC,Irati,city,1,0,False,1930,4207858,51.81347,
2020-04-07,SC,Itajaí,city,23,1,False,219536,4208203,10.47664,0.0435
2020-04-07,SC,Itapema,city,3,0,False,65312,4208302,4.59334,
2020-04-07,SC,Itapiranga,city,1,0,False,16872,4208401,5.92698,
2020-04-07,SC,Jaguaruna,city,2,0,False,20024,4208807,9.98801,
2020-04-07,SC,Jaraguá do Sul,city,6,0,False,177697,4208906,3.37653,
2020-04-07,SC,Joaçaba,city,1,0,False,30118,4209003,3.32027,
2020-04-07,SC,Joinville,city,26,1,False,590466,4209102,4.4033,0.0385
2020-04-07,SC,Lages,city,4,0,False,157544,4209300,2.53897,
2020-04-07,SC,Laguna,city,3,0,False,45814,4209409,6.54822,
2020-04-07,SC,Mafra,city,1,0,False,56292,4210100,1.77645,
2020-04-07,SC,Morro da Fumaça,city,1,0,False,17796,4211207,5.61924,
2020-04-07,SC,Navegantes,city,4,0,False,81475,4211306,4.90948,
2020-04-07,SC,Palhoça,city,3,1,False,171797,4211900,1.74625,0.3333
2020-04-07,SC,Papanduva,city,2,0,False,19320,4212205,10.35197,
2020-04-07,SC,Paulo Lopes,city,2,0,False,7494,4212304,26.68802,
2020-04-07,SC,Pedras Grandes,city,1,1,False,3976,4212403,25.15091,1.0
2020-04-07,SC,Pescaria Brava,city,1,0,False,10091,4212650,9.90982,
2020-04-07,SC,Pomerode,city,1,0,False,33447,4213203,2.9898,
2020-04-07,SC,Porto Belo,city,4,0,False,21388,4213500,18.70208,
2020-04-07,SC,Rancho Queimado,city,2,0,False,2878,4214300,69.4927,
2020-04-07,SC,Sangão,city,1,0,False,12678,4215455,7.88768,
2020-04-07,SC,Santa Rosa de Lima,city,1,0,False,2142,4215604,46.68534,
2020-04-07,SC,Santo Amaro da Imperatriz,city,1,0,False,23245,4215703,4.302,
2020-04-07,SC,São Domingos,city,1,0,False,9445,4216107,10.58761,
2020-04-07,SC,São Francisco do Sul,city,2,0,False,52721,4216206,3.79355,
2020-04-07,SC,São José,city,19,1,False,246586,4216602,7.70522,0.0526
2020-04-07,SC,São Lourenço do Oeste,city,1,0,False,24076,4216909,4.15351,
2020-04-07,SC,São Ludgero,city,3,1,False,13410,4217006,22.37136,0.3333
2020-04-07,SC,São Pedro de Alcântara,city,1,0,False,5823,4217253,17.17328,
2020-04-07,SC,Siderópolis,city,4,0,False,14007,4217600,28.55715,
2020-04-07,SC,Sombrio,city,3,0,False,30374,4217709,9.87687,
2020-04-07,SC,Tijucas,city,2,0,False,38407,4218004,5.20738,
2020-04-07,SC,Timbé do Sul,city,1,0,False,5348,4218103,18.69858,
2020-04-07,SC,Timbó,city,1,0,False,44238,4218202,2.2605,
2020-04-07,SC,Tubarão,city,19,1,False,105686,4218707,17.97778,0.0526
2020-04-07,SC,Urussanga,city,2,0,False,21268,4219002,9.4038,
2020-04-07,SC,Videira,city,1,0,False,53065,4219309,1.88448,
2020-04-07,SC,,state,457,15,False,7164788,42,6.37842,0.0328
2020-04-07,SE,Aracaju,city,30,4,False,657013,2800308,4.56612,0.1333
2020-04-07,SE,Capela,city,1,0,False,34213,2801306,2.92287,
2020-04-07,SE,Itabaiana,city,1,0,False,95427,2802908,1.04792,
2020-04-07,SE,Nossa Senhora da Glória,city,1,0,False,36924,2804508,2.70827,
2020-04-07,SE,Propriá,city,2,0,False,29626,2805703,6.75083,
2020-04-07,SE,Simão Dias,city,1,0,False,40484,2807105,2.47011,
2020-04-07,SE,,state,36,4,False,2298696,28,1.56611,0.1111
2020-04-07,SP,Adamantina,city,0,0,False,35068,3500105,,
2020-04-07,SP,Águas de Lindóia,city,1,0,False,18705,3500501,5.34616,
2020-04-07,SP,Agudos,city,1,0,False,37214,3500709,2.68716,
2020-04-07,SP,Americana,city,3,2,False,239597,3501608,1.2521,0.6667
2020-04-07,SP,Araçatuba,city,8,0,False,197016,3502804,4.06058,
2020-04-07,SP,Araraquara,city,5,0,False,236072,3503208,2.118,
2020-04-07,SP,Araras,city,2,0,False,134236,3503307,1.48991,
2020-04-07,SP,Arujá,city,6,1,False,89824,3503901,6.67973,0.1667
2020-04-07,SP,Assis,city,2,0,False,104386,3504008,1.91597,
2020-04-07,SP,Atibaia,city,9,0,False,142761,3504107,6.30424,
2020-04-07,SP,Barretos,city,1,0,False,122098,3505500,0.81901,
2020-04-07,SP,Barueri,city,34,2,False,274182,3505708,12.40052,0.0588
2020-04-07,SP,Bauru,city,7,2,False,376818,3506003,1.85766,0.2857
2020-04-07,SP,Bebedouro,city,1,0,False,77496,3506102,1.29039,
2020-04-07,SP,Birigui,city,2,0,False,123638,3506508,1.61763,
2020-04-07,SP,Boituva,city,2,0,False,60997,3507001,3.27885,
2020-04-07,SP,Botucatu,city,8,0,False,146497,3507506,5.46086,
2020-04-07,SP,Bragança Paulista,city,16,2,False,168668,3507605,9.48609,0.125
2020-04-07,SP,Brodowski,city,1,0,False,24939,3507803,4.00978,
2020-04-07,SP,Cachoeira Paulista,city,1,0,False,33327,3508603,3.00057,
2020-04-07,SP,Caieiras,city,21,4,False,101470,3509007,20.69577,0.1905
2020-04-07,SP,Cajamar,city,3,0,False,76801,3509205,3.9062,
2020-04-07,SP,Campinas,city,50,4,False,1204073,3509502,4.15257,0.08
2020-04-07,SP,Caraguatatuba,city,2,1,False,121532,3510500,1.64566,0.5
2020-04-07,SP,Carapicuíba,city,19,1,False,400927,3510609,4.73902,0.0526
2020-04-07,SP,Catanduva,city,1,0,False,121862,3511102,0.8206,
2020-04-07,SP,Cedral,city,1,0,False,9237,3511300,10.82603,
2020-04-07,SP,Cotia,city,35,3,False,249210,3513009,14.04438,0.0857
2020-04-07,SP,Cravinhos,city,2,1,False,35292,3513108,5.66701,0.5
2020-04-07,SP,Diadema,city,35,1,False,423884,3513801,8.25698,0.0286
2020-04-07,SP,Dracena,city,1,1,False,46793,3514403,2.13707,1.0
2020-04-07,SP,Embu das Artes,city,22,1,False,273726,3515004,8.03723,0.0455
2020-04-07,SP,Embu-Guaçu,city,1,0,False,69385,3515103,1.44123,
2020-04-07,SP,Ferraz de Vasconcelos,city,19,0,False,194276,3515707,9.7799,
2020-04-07,SP,Franca,city,1,0,False,353187,3516200,0.28314,
2020-04-07,SP,Francisco Morato,city,9,1,False,175844,3516309,5.11817,0.1111
2020-04-07,SP,Franco da Rocha,city,9,1,False,154489,3516408,5.82566,0.1111
2020-04-07,SP,Guararapes,city,2,0,False,32939,3518206,6.07183,
2020-04-07,SP,Guarujá,city,6,0,False,320459,3518701,1.87231,
2020-04-07,SP,Guarulhos,city,74,7,False,1379182,3518800,5.3655,0.0946
2020-04-07,SP,Hortolândia,city,2,0,False,230851,3519071,0.86636,
2020-04-07,SP,Ibiúna,city,1,0,False,78878,3519709,1.26778,
2020-04-07,SP,Ilha Comprida,city,5,0,False,11166,3520426,44.77879,
2020-04-07,SP,Importados/Indefinidos,city,77,0,False,,,,
2020-04-07,SP,Indaiatuba,city,3,0,False,251627,3520509,1.19224,
2020-04-07,SP,Iracemápolis,city,1,0,False,24235,3521408,4.12626,
2020-04-07,SP,Itanhaém,city,2,0,False,101816,3522109,1.96433,
2020-04-07,SP,Itapecerica da Serra,city,12,1,False,175693,3522208,6.8301,0.0833
2020-04-07,SP,Itapetininga,city,1,0,False,163901,3522307,0.61012,
2020-04-07,SP,Itapevi,city,12,1,False,237700,3522505,5.04838,0.0833
2020-04-07,SP,Itapira,city,1,0,False,74773,3522604,1.33738,
2020-04-07,SP,Itaquaquecetuba,city,15,0,False,370821,3523107,4.04508,
2020-04-07,SP,Itararé,city,1,0,False,50503,3523206,1.98008,
2020-04-07,SP,Itatiba,city,1,1,False,120858,3523404,0.82742,1.0
2020-04-07,SP,Itu,city,1,0,False,173939,3523909,0.57491,
2020-04-07,SP,Itupeva,city,1,0,False,61252,3524006,1.6326,
2020-04-07,SP,Jaboticabal,city,4,1,False,77263,3524303,5.17712,0.25
2020-04-07,SP,Jaguariúna,city,1,0,False,57488,3524709,1.73949,
2020-04-07,SP,Jandira,city,3,0,False,124937,3525003,2.40121,
2020-04-07,SP,Jaú,city,1,0,False,150252,3525300,0.66555,
2020-04-07,SP,José Bonifácio,city,2,0,False,37015,3525706,5.40321,
2020-04-07,SP,Jundiaí,city,7,0,False,418962,3525904,1.6708,
2020-04-07,SP,Lençóis Paulista,city,2,0,False,68432,3526803,2.92261,
2020-04-07,SP,Limeira,city,2,0,False,306114,3526902,0.65335,
2020-04-07,SP,Louveira,city,1,0,False,48885,3527306,2.04562,
2020-04-07,SP,Mairiporã,city,7,2,False,100179,3528502,6.98749,0.2857
2020-04-07,SP,Marília,city,2,0,False,238882,3529005,0.83723,
2020-04-07,SP,Matão,city,2,0,False,83170,3529302,2.40471,
2020-04-07,SP,Mauá,city,28,0,False,472912,3529401,5.92076,
2020-04-07,SP,Mirassol,city,2,0,False,59824,3530300,3.34314,
2020-04-07,SP,Mogi das Cruzes,city,27,1,False,445842,3530607,6.05596,0.037
2020-04-07,SP,Mogi Guaçu,city,1,0,False,151888,3530706,0.65838,
2020-04-07,SP,Monte Alto,city,1,0,False,50498,3531308,1.98028,
2020-04-07,SP,Nova Odessa,city,1,1,False,60174,3533403,1.66185,1.0
2020-04-07,SP,Orlândia,city,2,0,False,44028,3534302,4.54256,
2020-04-07,SP,Osasco,city,84,4,False,698418,3534401,12.02718,0.0476
2020-04-07,SP,Pariquera-Açu,city,1,0,False,19648,3536208,5.08958,
2020-04-07,SP,Paulínia,city,2,0,False,109424,3536505,1.82775,
2020-04-07,SP,Penápolis,city,1,1,False,63407,3537305,1.57711,1.0
2020-04-07,SP,Peruíbe,city,2,0,False,68284,3537602,2.92894,
2020-04-07,SP,Pindamonhangaba,city,1,0,False,168328,3538006,0.59408,
2020-04-07,SP,Piracicaba,city,10,0,False,404142,3538709,2.47438,
2020-04-07,SP,Pirajuí,city,1,0,False,25492,3538907,3.9228,
